run,model,split,gen_time
78,QRGMM,Y1,0.0013637
79,QRGMM,Y1,0.0015419
80,QRGMM,Y1,0.0014723
81,QRGMM,Y1,0.0014954
82,QRGMM,Y1,0.0014008
83,QRGMM,Y1,0.0016336
84,QRGMM,Y1,0.00154
85,QRGMM,Y1,0.0050928
86,QRGMM,Y1,0.0024798
87,QRGMM,Y1,0.0016724
88,QRGMM,Y1,0.0014825
89,QRGMM,Y1,0.0014052
90,QRGMM,Y1,0.0015171
91,QRGMM,Y1,0.0032833
92,QRGMM,Y1,0.0048918
93,QRGMM,Y1,0.0026515
94,QRGMM,Y1,0.0017456
95,QRGMM,Y1,0.0015335
96,QRGMM,Y1,0.0014001
97,QRGMM,Y1,0.0014338
98,QRGMM,Y1,0.0014086
99,QRGMM,Y1,0.0014126
100,QRGMM,Y1,0.0014239
1,QRGMM,Y2,0.0037233
2,QRGMM,Y2,0.0016512
3,QRGMM,Y2,0.0014323
4,QRGMM,Y2,0.0015831
5,QRGMM,Y2,0.0019103
6,QRGMM,Y2,0.0015033
7,QRGMM,Y2,0.0016784
8,QRGMM,Y2,0.0014047
9,QRGMM,Y2,0.0014805
10,QRGMM,Y2,0.0014345
11,QRGMM,Y2,0.0013788
12,QRGMM,Y2,0.0014642
13,QRGMM,Y2,0.0014589
14,QRGMM,Y2,0.001506
15,QRGMM,Y2,0.0015105
16,QRGMM,Y2,0.0014616
17,QRGMM,Y2,0.0015201
18,QRGMM,Y2,0.0014012
19,QRGMM,Y2,0.0017582
20,QRGMM,Y2,0.0015579
21,QRGMM,Y2,0.001495
22,QRGMM,Y2,0.0015504
23,QRGMM,Y2,0.0014937
24,QRGMM,Y2,0.001541
25,QRGMM,Y2,0.0015284
26,QRGMM,Y2,0.0015114
27,QRGMM,Y2,0.0014584
28,QRGMM,Y2,0.0016008
29,QRGMM,Y2,0.0016225
30,QRGMM,Y2,0.0015652
31,QRGMM,Y2,0.0014764
32,QRGMM,Y2,0.0015311
33,QRGMM,Y2,0.0014936
34,QRGMM,Y2,0.0014554
35,QRGMM,Y2,0.0015443
36,QRGMM,Y2,0.0015291
37,QRGMM,Y2,0.0014245
38,QRGMM,Y2,0.0014858
39,QRGMM,Y2,0.0015398
40,QRGMM,Y2,0.0014379
41,QRGMM,Y2,0.0016091
42,QRGMM,Y2,0.0016175
43,QRGMM,Y2,0.0014679
44,QRGMM,Y2,0.0016152
45,QRGMM,Y2,0.0015413
46,QRGMM,Y2,0.0015157
47,QRGMM,Y2,0.0014678
48,QRGMM,Y2,0.0015375
49,QRGMM,Y2,0.0013618
50,QRGMM,Y2,0.0014784
51,QRGMM,Y2,0.0015589
52,QRGMM,Y2,0.0016763
53,QRGMM,Y2,0.0013549
54,QRGMM,Y2,0.0016236
55,QRGMM,Y2,0.001526
56,QRGMM,Y2,0.0014191
57,QRGMM,Y2,0.0024509
58,QRGMM,Y2,0.0014301
59,QRGMM,Y2,0.0019128
60,QRGMM,Y2,0.0015921
61,QRGMM,Y2,0.0016618
62,QRGMM,Y2,0.0014267
63,QRGMM,Y2,0.0017098
64,QRGMM,Y2,0.0018295
65,QRGMM,Y2,0.0016934
66,QRGMM,Y2,0.0014571
67,QRGMM,Y2,0.0024846
68,QRGMM,Y2,0.0019191
69,QRGMM,Y2,0.0013771
70,QRGMM,Y2,0.001309
71,QRGMM,Y2,0.0013606
72,QRGMM,Y2,0.0015273
73,QRGMM,Y2,0.0015836
74,QRGMM,Y2,0.0013654
75,QRGMM,Y2,0.0016603
76,QRGMM,Y2,0.0015719
77,QRGMM,Y2,0.0015205
78,QRGMM,Y2,0.0015039
79,QRGMM,Y2,0.0017386
80,QRGMM,Y2,0.0015026
81,QRGMM,Y2,0.0014563
82,QRGMM,Y2,0.0020295
83,QRGMM,Y2,0.0015151
84,QRGMM,Y2,0.0014453
85,QRGMM,Y2,0.0030567
86,QRGMM,Y2,0.0031015
87,QRGMM,Y2,0.002056
88,QRGMM,Y2,0.0014629
89,QRGMM,Y2,0.0014347
90,QRGMM,Y2,0.0027859
91,QRGMM,Y2,0.003551
92,QRGMM,Y2,0.0049784
93,QRGMM,Y2,0.0039455
94,QRGMM,Y2,0.0015632
95,QRGMM,Y2,0.0014113
96,QRGMM,Y2,0.0014428
97,QRGMM,Y2,0.001472
98,QRGMM,Y2,0.0014312
99,QRGMM,Y2,0.0013941
100,QRGMM,Y2,0.0017423
