,,gen_time,gen_time
,,mean,std
model,split,,
CWGAN,Y1,0.22866428999997748,0.019915887479273912
CWGAN,Y2,0.20917535100002735,0.029998899778183076
Diffusion,Y1,0.8402364849998537,0.015134422658258906
Diffusion,Y2,0.838390570999876,0.01403440340729682
QRGMM,Y1,0.0016744709999999999,0.0005646728888238989
QRGMM,Y2,0.0017033909999999998,0.0005826669511640316
RectFlow,Y1,0.7759127080000167,0.009647003292707386
RectFlow,Y2,0.772596758000106,0.009464641553168666
