rep,CWGAN,QRNNGMM,Diffusion,RectFlow
1,2.2497529280338937,0.8255592094150888,2.6521322136194527,1.4315542590910328
2,1.618170965073266,0.8284386638627736,3.191365594683546,3.19911044899223
3,1.682475028225777,0.8734402402532768,1.7581263534714486,3.247856682327585
4,1.4497462688014215,0.7810758935639202,1.7391360804265488,2.0621471192449072
5,3.2208709157079976,0.9953841297710364,1.3193596283958355,3.188066056384024
6,3.808542059446488,0.9309431501118354,1.527884045006669,1.3143048981020051
7,1.6606520983930224,0.8070049978783118,2.7026678472190118,3.1002069274217026
8,1.2846926111262522,0.8533353620601738,0.8936313332213034,3.6860045439541955
9,1.0420788686227433,0.8713992178307122,1.6294219782072208,1.748600407275127
10,1.6796413091707592,0.8475572433370877,1.992091310847698,3.2333449974477313
11,1.182590815261346,0.7176185068646086,1.3267109519217632,2.1258321023041056
12,2.0422138859876644,0.853200412682178,3.1837947502269364,2.3938190829037667
13,0.8407671555723688,0.854428917975892,1.3359092559900414,2.0208991988976996
14,3.0004802310618808,0.8020908312394217,2.2285158810192054,1.9797762119476428
15,2.2497244804394074,0.799032480714299,1.4557491070909157,2.0126843299275765
16,1.296817548297006,0.8156357187388681,3.2469338069533173,2.0382535368573214
17,1.9926677931320567,1.0181044038450433,1.445032495860296,3.0388334339458667
18,1.8340628123055434,0.88819746537324,3.4853773318813004,3.81510027835494
19,1.8953254863868332,0.9072641229110691,1.8870988191307134,3.535165596144375
20,2.265463891291444,0.7777656874448526,3.132157888173345,1.8005756875566483
21,2.593068659249569,0.7981005038457631,1.947379803352932,1.6740300758100208
22,2.085871727613709,0.7772993473680108,2.5399734102420286,3.2446350985310555
23,1.2913884702947604,0.8242921399012112,1.595682791801916,3.4919896118722473
24,1.94503410963995,0.7700687230911228,3.7104043944915293,3.0106540118016167
25,3.2439668925530314,0.8607161844762881,2.8904283236727455,2.3187024050449727
26,1.1584628145795615,0.8725887876892944,0.881301766393766,2.62930883732011
27,1.3169662064922594,0.8506340389315376,3.7568361956745657,2.111446063253675
28,1.4534430001883962,0.9829453399840025,2.9908205539906976,3.7633914660299164
29,1.628458542684652,0.8793005585670903,2.889334583152826,2.7928301233447157
30,2.456974128330033,0.7815513312667464,3.644418576793135,2.624157863416783
31,1.387621660006509,0.8685079487233061,1.4365581700404357,2.108432954469502
32,1.563620801213132,0.7890723723905446,1.4365575360624774,2.9515656325481068
33,5.368270014183508,0.8716417293975807,2.8392885527240543,1.7797127332855573
34,2.589164656927051,0.7301502854464532,2.37430079469774,1.622837644939783
35,2.5217943543959094,0.911623368480867,3.494096213224518,1.452860422224485
36,1.383100137441339,0.8108536113537731,3.5430919399084644,2.8122042243768597
37,1.6913172185308472,0.8691633350163231,2.3011544063394185,2.3436554971547214
38,1.1472867277921166,0.7842704230623779,2.962574640283991,1.9930179351375046
39,1.2444810787008256,0.919264518096865,2.4760881300997233,1.0041357292932702
40,4.173381016220602,0.8937470116827907,3.674969318243504,3.0656408227274534
41,2.7194352813951026,0.7537059040815749,0.7755648000582194,2.5918681087617395
42,1.2443903226476267,0.8946975340843152,1.4673118995469685,1.2883474341059558
43,1.3796118352320041,0.8299641865515753,3.3598394198952772,2.5447470947357456
44,1.0026855196628799,0.7406270148324369,2.013148577584265,1.9119037466686843
45,10.147993064851528,0.9554749543306976,1.976465004887632,3.6674029045363596
46,2.6155201387654943,0.8711683579008402,4.310094120569226,3.07893074786535
47,1.4635489746142771,0.7656967917249078,1.0879142177528096,2.848745136327137
48,1.3284373258982416,0.8542136160798942,2.6962883260597144,2.87656711289046
49,2.24243363700937,0.8396135298505301,2.7070371683071004,1.8416767971012715
50,1.8985837106387573,0.9638330920905032,1.408127619528489,1.5475252387756062
51,1.3418912212694887,1.0578443810798572,3.4108611417789003,2.159617049932809
52,1.447897708251133,0.8933800680042614,3.097976756118422,1.9161758574463432
53,1.2560515092085753,1.0787756526465442,1.4864096887545497,1.8171741194619182
54,0.9726534831912261,0.8143901633181894,2.0057791521229347,2.906476595196636
55,1.6751899362546028,0.9421549018280543,4.059029633107676,2.4851893269557057
56,2.206195127080559,1.0104145104620352,2.5459629921868836,2.1148079650959164
57,2.7405974231116175,0.8324164566916584,4.509998857827894,2.6230136994560027
58,1.0597304789794446,0.7871625434731504,3.137669141073355,1.970492352583548
59,2.094521668656284,0.8559468785057839,4.207358050263702,3.2196054795540467
60,2.0364024951488955,0.7353542068713685,4.012987603526282,1.9382313698123554
61,1.7486311160948302,0.8240809349804241,2.5304180395658835,2.5208089800506275
62,2.0828378356847654,0.7756206399580944,3.373804504556667,1.8971205011308885
63,1.4221088339635422,0.8672094072022816,1.470834975865428,2.116240091540151
64,2.5646722282219594,0.7676306031916073,3.7732442484048274,2.7051680882571763
65,1.0982255908342744,0.8274138030083757,1.3673484182289886,2.431220014396682
66,1.6600812464565253,0.8996224828804792,4.8712961410731515,2.6978643720105375
67,2.06434113669707,0.7985852630800567,4.218498476691507,1.5908998372176624
68,1.5885603912843413,0.8021018843312204,2.676830513956438,2.305128025695005
69,1.1598192655403925,0.8860677909951612,1.2184033502165428,1.5676681604243077
70,1.3602945030987403,0.7838591679985242,1.0227097985520792,2.436854374281428
71,3.137074291713771,0.8410846722843998,2.699079800230325,2.850636557869156
72,1.1736318373631132,0.815366793485566,2.3906563144910695,2.9914360007841307
73,1.7821073967655414,0.839456235294114,1.4101431670490623,2.3311971951556174
74,1.4715892731003284,0.8970038578618306,0.9779812350905874,2.3220818833130648
75,1.59677520330592,0.8208850730194994,3.310863102584464,2.9795231376349056
76,1.669520180188469,0.8884109387610146,5.546955766079308,3.898872483499145
77,3.0007402684648707,0.9384873200557977,0.9441014434967921,3.9768006462778795
78,1.0764400963532919,0.8861641865007851,2.7321852230731984,2.8377823884986557
79,1.897850550671515,0.7789153615860486,1.9416061168885368,1.9298919354162913
80,1.1096882618904709,0.8272411397116514,2.9821525999585017,3.284112879981608
81,1.5172121298017334,0.7626566032643761,3.234866447829668,2.5748786623989557
82,0.9672744598967042,0.7734671209692666,2.288089391536631,3.2817981752483627
83,1.3765562462769911,0.8389946137990784,2.16532929943988,2.5652159575874247
84,1.8893065592720368,1.005694759253512,2.9280160282725993,4.769493208129983
85,1.4025177631101113,0.8341383626863936,1.6681906340537185,1.9457297639630107
86,1.9851844761899198,0.8726429165795103,2.0500307745953834,1.872611390095631
87,9.010173282567555,0.9701746334054427,1.0792620064454976,4.146823360807487
88,1.4591643864089336,0.80387637587054,4.3952951571654015,3.449568200406925
89,4.198423159603683,0.9239190900789241,3.1864446183475903,2.694932622906073
90,1.3002717955199632,0.8476221666875988,1.030156176671628,3.224488540716675
91,3.301491261461885,0.7474386499106939,2.1810552627050193,2.7008060984315487
92,1.3815826898769077,0.9174585316684857,1.9238743096687703,3.750308589248845
93,1.1848138695281327,0.9128321619004933,3.307130837480335,1.504595844692271
94,2.297565624607917,0.9179515908550273,1.3505942544187288,2.8273695273477277
95,4.149586234423616,0.80850676997196,2.3676161255723667,2.41371893687552
96,1.1080787514340154,0.8388872987436593,1.38502000316175,1.5037576487677535
97,1.7117782269814485,0.959411594111777,3.0536946809585994,2.514893737502245
98,1.8859649490427206,0.7808883382371691,2.7695686502924044,2.475174450876462
99,1.282510377403776,0.8721934096644882,1.7637557574935292,1.6225337569963634
100,4.271842443583914,0.825364695426217,3.721616680175833,2.267340957213383
