0.0024209,0.0037233
0.0025925,0.0016512
0.0016762,0.0014323
0.0016435,0.0015831
0.0020781,0.0019103
0.0014145,0.0015033
0.0017545,0.0016784
0.0014715,0.0014047
0.0014052,0.0014805
0.0015344,0.0014345
0.0015275,0.0013788
0.0014152,0.0014642
0.0014362,0.0014589
0.0015082,0.001506
0.0014466,0.0015105
0.0014839,0.0014616
0.0014512,0.0015201
0.0014736,0.0014012
0.0015506,0.0017582
0.0013917,0.0015579
0.001711,0.001495
0.0015612,0.0015504
0.00154,0.0014937
0.0016,0.001541
0.0016428,0.0015284
0.0015153,0.0015114
0.0016371,0.0014584
0.0015232,0.0016008
0.0015026,0.0016225
0.0013793,0.0015652
0.0014582,0.0014764
0.0015742,0.0015311
0.001561,0.0014936
0.0019063,0.0014554
0.0016408,0.0015443
0.0014827,0.0015291
0.0016672,0.0014245
0.0013949,0.0014858
0.0014592,0.0015398
0.0016451,0.0014379
0.0015426,0.0016091
0.0015017,0.0016175
0.0014819,0.0014679
0.0015006,0.0016152
0.0014731,0.0015413
0.0015043,0.0015157
0.0015784,0.0014678
0.0013397,0.0015375
0.0014372,0.0013618
0.0014413,0.0014784
0.0016244,0.0015589
0.0018898,0.0016763
0.0016113,0.0013549
0.001417,0.0016236
0.0014948,0.001526
0.0013539,0.0014191
0.0018119,0.0024509
0.0014882,0.0014301
0.0015056,0.0019128
0.0015145,0.0015921
0.0014157,0.0016618
0.0018259,0.0014267
0.0022367,0.0017098
0.0014533,0.0018295
0.0015016,0.0016934
0.0014893,0.0014571
0.0014668,0.0024846
0.0017884,0.0019191
0.0021288,0.0013771
0.0018536,0.001309
0.0015892,0.0013606
0.0014362,0.0015273
0.0014383,0.0015836
0.0014615,0.0013654
0.001484,0.0016603
0.0015239,0.0015719
0.0014814,0.0015205
0.0013637,0.0015039
0.0015419,0.0017386
0.0014723,0.0015026
0.0014954,0.0014563
0.0014008,0.0020295
0.0016336,0.0015151
0.00154,0.0014453
0.0050928,0.0030567
0.0024798,0.0031015
0.0016724,0.002056
0.0014825,0.0014629
0.0014052,0.0014347
0.0015171,0.0027859
0.0032833,0.003551
0.0048918,0.0049784
0.0026515,0.0039455
0.0017456,0.0015632
0.0015335,0.0014113
0.0014001,0.0014428
0.0014338,0.001472
0.0014086,0.0014312
0.0014126,0.0013941
0.0014239,0.0017423
