"","V1","V2","V3","V4","V5","V6"
"1",0.0182971954345703,0.0718479156494141,0.0642910003662109,0.0579497814178467,0.0554189682006836,0.267804861068726
"2",0.0055391788482666,0.0405850410461426,0.0406899452209473,0.0473849773406982,0.0436398983001709,0.177839040756226
"3",0.00600004196166992,0.0433368682861328,0.0440988540649414,0.0375571250915527,0.0457229614257812,0.176715850830078
"4",0.00571393966674805,0.0452899932861328,0.051724910736084,0.048882007598877,0.0430688858032227,0.194679737091064
"5",0.00587606430053711,0.0405490398406982,0.0607578754425049,0.0532760620117188,0.0615568161010742,0.222015857696533
"6",0.00729203224182129,0.0377490520477295,0.0418868064880371,0.0372369289398193,0.044119119644165,0.168283939361572
"7",0.00562095642089844,0.0414259433746338,0.0379691123962402,0.0387618541717529,0.0417239665985107,0.165501832962036
"8",0.00920200347900391,0.0340678691864014,0.0340991020202637,0.0319268703460693,0.0420560836791992,0.151351928710938
"9",0.00647497177124023,0.0355911254882812,0.0454728603363037,0.0336830615997314,0.0430920124053955,0.164314031600952
"10",0.00533890724182129,0.0397191047668457,0.0416309833526611,0.0407178401947021,0.0899600982666016,0.217366933822632
"11",0.00582003593444824,0.0372610092163086,0.0373702049255371,0.0335140228271484,0.0372858047485352,0.151251077651978
"12",0.00543498992919922,0.0342490673065186,0.0333380699157715,0.0273640155792236,0.0309059619903564,0.131292104721069
"13",0.00517797470092773,0.0257060527801514,0.028374195098877,0.0296940803527832,0.0303208827972412,0.11927318572998
"14",0.00520801544189453,0.0289270877838135,0.0331130027770996,0.0320351123809814,0.0301680564880371,0.129451274871826
"15",0.00505614280700684,0.0342228412628174,0.0343830585479736,0.0310399532318115,0.0301170349121094,0.134819030761719
"16",0.00576996803283691,0.0387461185455322,0.0295491218566895,0.0319819450378418,0.0324878692626953,0.138535022735596
"17",0.00552511215209961,0.028569221496582,0.0291478633880615,0.0290741920471191,0.0432240962982178,0.13554048538208
"18",0.00546002388000488,0.0323939323425293,0.0290300846099854,0.0383110046386719,0.0342650413513184,0.13946008682251
"19",0.0055549144744873,0.030238151550293,0.035667896270752,0.0336928367614746,0.0337378978729248,0.138891696929932
"20",0.00991201400756836,0.0306220054626465,0.0407509803771973,0.053123950958252,0.0377869606018066,0.172195911407471
"21",0.0055999755859375,0.0361309051513672,0.0596699714660645,0.0351169109344482,0.028393030166626,0.164910793304443
"22",0.010066032409668,0.0306730270385742,0.0313279628753662,0.0287861824035645,0.034092903137207,0.13494610786438
"23",0.00756311416625977,0.0420851707458496,0.0362040996551514,0.0326859951019287,0.0397021770477295,0.158240556716919
"24",0.00553798675537109,0.0385568141937256,0.032520055770874,0.0291881561279297,0.0324699878692627,0.138273000717163
"25",0.00518798828125,0.0284149646759033,0.0288848876953125,0.0306451320648193,0.0303559303283691,0.123488903045654
"26",0.00551199913024902,0.0308470726013184,0.0299389362335205,0.0360441207885742,0.0319859981536865,0.134328126907349
"27",0.0060570240020752,0.0308060646057129,0.027918815612793,0.0305008888244629,0.0317649841308594,0.127047777175903
"28",0.00560307502746582,0.0316269397735596,0.0376310348510742,0.0338129997253418,0.0308949947357178,0.139569044113159
"29",0.00585293769836426,0.0334939956665039,0.0717248916625977,0.0304670333862305,0.0323119163513184,0.173850774765015
"30",0.00520801544189453,0.0274178981781006,0.0340161323547363,0.0348730087280273,0.0312740802764893,0.132789134979248
"31",0.00556492805480957,0.0265789031982422,0.0275537967681885,0.0303349494934082,0.0307879447937012,0.12082052230835
"32",0.0051579475402832,0.0264079570770264,0.0344400405883789,0.0485420227050781,0.040247917175293,0.15479588508606
"33",0.00533604621887207,0.0321249961853027,0.0296001434326172,0.0352280139923096,0.0341739654541016,0.136463165283203
"34",0.00544095039367676,0.0269920825958252,0.0297918319702148,0.030817985534668,0.0337870121002197,0.126829862594604
"35",0.00505495071411133,0.0272388458251953,0.0292458534240723,0.0330109596252441,0.0316288471221924,0.126179456710815
"36",0.00513195991516113,0.0341949462890625,0.033668041229248,0.0314209461212158,0.03285813331604,0.137274026870728
"37",0.00718283653259277,0.0321810245513916,0.0279440879821777,0.0289239883422852,0.0345230102539062,0.130754947662354
"38",0.00516390800476074,0.032116174697876,0.030797004699707,0.0279600620269775,0.0393509864807129,0.135388135910034
"39",0.00528407096862793,0.0299899578094482,0.0341951847076416,0.0329349040985107,0.0308470726013184,0.133251190185547
"40",0.00641703605651855,0.0340268611907959,0.0291788578033447,0.0327670574188232,0.0310370922088623,0.133426904678345
"41",0.0057528018951416,0.0273869037628174,0.0302021503448486,0.0304291248321533,0.035789966583252,0.129560947418213
"42",0.00617694854736328,0.0303559303283691,0.0376448631286621,0.0326051712036133,0.0331249237060547,0.139907836914062
"43",0.00513505935668945,0.0279850959777832,0.0349559783935547,0.0306451320648193,0.0269560813903809,0.125677347183228
"44",0.00636506080627441,0.0283570289611816,0.0335099697113037,0.0303080081939697,0.0319421291351318,0.130482196807861
"45",0.00501203536987305,0.0356099605560303,0.033574104309082,0.0320630073547363,0.0267050266265869,0.132964134216309
"46",0.00792193412780762,0.0264270305633545,0.0293700695037842,0.0288479328155518,0.0295279026031494,0.122094869613647
"47",0.00500392913818359,0.0319578647613525,0.0307230949401855,0.0334851741790771,0.0734031200408936,0.174573183059692
"48",0.00608301162719727,0.0311849117279053,0.034308910369873,0.0365180969238281,0.0336489677429199,0.141743898391724
"49",0.00580382347106934,0.0304820537567139,0.0320169925689697,0.0287959575653076,0.0284078121185303,0.125506639480591
"50",0.00853681564331055,0.0284769535064697,0.0302369594573975,0.0305778980255127,0.0299820899963379,0.127810716629028
"51",0.00755000114440918,0.0307190418243408,0.034869909286499,0.0312058925628662,0.0312559604644775,0.135600805282593
"52",0.0104551315307617,0.032310962677002,0.0290200710296631,0.0277621746063232,0.0362730026245117,0.135821342468262
"53",0.0057520866394043,0.0323290824890137,0.0305490493774414,0.0270390510559082,0.0300440788269043,0.125713348388672
"54",0.0051109790802002,0.0303270816802979,0.0298359394073486,0.0287389755249023,0.0407660007476807,0.13477897644043
"55",0.00582289695739746,0.0345170497894287,0.0454738140106201,0.0363609790802002,0.0373489856719971,0.159523725509644
"56",0.00497007369995117,0.0273728370666504,0.033405065536499,0.0368189811706543,0.0314040184020996,0.133970975875854
"57",0.00874209403991699,0.0484659671783447,0.0365710258483887,0.0326199531555176,0.0372889041900635,0.163687944412231
"58",0.00991511344909668,0.0373218059539795,0.0307979583740234,0.0376930236816406,0.0304679870605469,0.146195888519287
"59",0.00528693199157715,0.0274209976196289,0.0303940773010254,0.0273628234863281,0.0309200286865234,0.121384859085083
"60",0.00593400001525879,0.029634952545166,0.0278329849243164,0.0328400135040283,0.0322329998016357,0.128474950790405
"61",0.00512409210205078,0.0300688743591309,0.0344479084014893,0.0323741436004639,0.0416700839996338,0.143685102462769
"62",0.00515103340148926,0.0308830738067627,0.0300920009613037,0.0308258533477783,0.0331981182098389,0.130150079727173
"63",0.00547099113464355,0.034343957901001,0.0309228897094727,0.028303861618042,0.0318710803985596,0.130912780761719
"64",0.00511693954467773,0.0355980396270752,0.0292918682098389,0.0357201099395752,0.0341980457305908,0.139925003051758
"65",0.00517082214355469,0.0327210426330566,0.0310521125793457,0.0307211875915527,0.0278539657592773,0.127519130706787
"66",0.0050201416015625,0.0321769714355469,0.0329039096832275,0.0278029441833496,0.0313270092010498,0.129230976104736
"67",0.00571894645690918,0.031764030456543,0.0327408313751221,0.078455924987793,0.0346729755401611,0.183352708816528
"68",0.00513291358947754,0.0275349617004395,0.027169942855835,0.0277130603790283,0.0303971767425537,0.117948055267334
"69",0.00522994995117188,0.0306811332702637,0.0330419540405273,0.0427649021148682,0.0288190841674805,0.140537023544312
"70",0.00815820693969727,0.0266790390014648,0.0309598445892334,0.0287859439849854,0.0297310352325439,0.124314069747925
"71",0.00538897514343262,0.0365359783172607,0.0341057777404785,0.0327630043029785,0.0372769832611084,0.146070718765259
"72",0.00522589683532715,0.0317981243133545,0.0294411182403564,0.0293631553649902,0.0340678691864014,0.12989616394043
"73",0.00695610046386719,0.0340368747711182,0.0358560085296631,0.0329239368438721,0.0302867889404297,0.14005970954895
"74",0.00519394874572754,0.0326550006866455,0.0335378646850586,0.0349040031433105,0.0317389965057373,0.138029813766479
"75",0.00505900382995605,0.0343260765075684,0.0328588485717773,0.0280890464782715,0.0300688743591309,0.130401849746704
"76",0.00553297996520996,0.0325279235839844,0.0311810970306396,0.030980110168457,0.0305881500244141,0.130810260772705
"77",0.00503993034362793,0.0314629077911377,0.0345189571380615,0.0372421741485596,0.0401558876037598,0.148419857025146
"78",0.00520896911621094,0.030540943145752,0.0281009674072266,0.0307669639587402,0.0290498733520508,0.12366771697998
"79",0.00559806823730469,0.0286798477172852,0.0324380397796631,0.034541130065918,0.030318021774292,0.131575107574463
"80",0.00884413719177246,0.0373480319976807,0.0335028171539307,0.0545990467071533,0.052933931350708,0.187227964401245
"81",0.00548696517944336,0.0282080173492432,0.0346949100494385,0.0335731506347656,0.0363979339599609,0.138360977172852
"82",0.00548410415649414,0.0311129093170166,0.0302808284759521,0.031135082244873,0.0299639701843262,0.127976894378662
"83",0.00511002540588379,0.0293841361999512,0.0345511436462402,0.0355198383331299,0.03643798828125,0.141003131866455
"84",0.00573587417602539,0.0327658653259277,0.0321149826049805,0.0279889106750488,0.0328190326690674,0.13142466545105
"85",0.00501489639282227,0.0274820327758789,0.0277018547058105,0.0316309928894043,0.0316028594970703,0.123432636260986
"86",0.00537514686584473,0.0707697868347168,0.0310378074645996,0.0295050144195557,0.0319669246673584,0.168654680252075
"87",0.00524497032165527,0.0277860164642334,0.0285930633544922,0.0315518379211426,0.0284810066223145,0.121656894683838
"88",0.00527286529541016,0.0311870574951172,0.0276949405670166,0.037912130355835,0.0309138298034668,0.132980823516846
"89",0.0059351921081543,0.0322110652923584,0.0344488620758057,0.0350208282470703,0.0393321514129639,0.146948099136353
"90",0.0126450061798096,0.0442118644714355,0.0372059345245361,0.0279760360717773,0.0326299667358398,0.154668807983398
"91",0.00505805015563965,0.0268518924713135,0.0294609069824219,0.0265400409698486,0.0296089649200439,0.117519855499268
"92",0.00510907173156738,0.0340981483459473,0.0272731781005859,0.0285439491271973,0.0349409580230713,0.129965305328369
"93",0.00511288642883301,0.0363380908966064,0.0329608917236328,0.0328779220581055,0.0290958881378174,0.136385679244995
"94",0.00503993034362793,0.0265359878540039,0.0330209732055664,0.0293240547180176,0.0325820446014404,0.126502990722656
"95",0.00729823112487793,0.0299139022827148,0.0290689468383789,0.030189037322998,0.032451868057251,0.128921985626221
"96",0.00563311576843262,0.0317151546478271,0.0337541103363037,0.0374619960784912,0.03997802734375,0.148542404174805
"97",0.0053410530090332,0.030951976776123,0.0286910533905029,0.0302560329437256,0.0275390148162842,0.122779130935669
"98",0.0049288272857666,0.028782844543457,0.0324740409851074,0.0310249328613281,0.0338850021362305,0.13109564781189
"99",0.00512790679931641,0.0283420085906982,0.0290100574493408,0.0362608432769775,0.0304069519042969,0.12914776802063
"100",0.0054008960723877,0.0294680595397949,0.0271780490875244,0.0341198444366455,0.0331110954284668,0.129277944564819
